                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                 1.6349,                 1.1081,                0.93732,                0.30303,                0.05439,                0.02687,                0.00932,                 2.8703,                  3.559,                  1.236,             0.00033246,             0.00033246,             0.00033246
                     94,                 1.6688,                 1.0649,                0.91395,                0.30637,                0.05286,                0.02738,                0.00953,                 2.8063,                 3.5857,                 1.2206,             0.00032278,             0.00032278,             0.00032278
                     95,                  1.591,                 1.0726,                0.92114,                0.30352,                0.05115,                0.02693,                0.00898,                 2.8126,                 3.6534,                 1.2173,             0.00031318,             0.00031318,             0.00031318
                     96,                 1.5756,                 1.0528,                0.89847,                0.28562,                0.07524,                0.02472,                0.00816,                 2.8344,                 3.7649,                  1.224,             0.00030367,             0.00030367,             0.00030367
                     97,                 1.5592,                 1.0484,                 0.9008,                0.03436,                 0.0904,                0.02528,                0.00829,                   2.83,                 3.7769,                 1.2287,             0.00029424,             0.00029424,             0.00029424
                     98,                 1.5134,                 1.0192,                 0.8864,                0.29562,                0.05641,                0.02651,                0.00902,                 2.8295,                 3.6627,                 1.2288,             0.00028491,             0.00028491,             0.00028491
                     99,                 1.5852,                 1.1384,                0.90288,                 0.2942,                0.05673,                 0.0274,                0.00932,                 2.8369,                 3.5888,                 1.2301,             0.00027567,             0.00027567,             0.00027567
                    100,                 1.5725,                 1.0797,                0.90058,                0.30083,                0.05439,                 0.0279,                0.00932,                 2.8394,                 3.5326,                 1.2248,             0.00026653,             0.00026653,             0.00026653
                    101,                 1.5082,                 1.0482,                0.88968,                0.29338,                0.06399,                0.02776,                0.00941,                 2.8445,                 3.5941,                 1.2173,              0.0002575,              0.0002575,              0.0002575
                    102,                 1.5358,                 1.1047,                0.88913,                0.29101,                0.05872,                0.02728,                0.00922,                 2.8465,                 3.5732,                 1.2095,             0.00024858,             0.00024858,             0.00024858
                    103,                 1.5548,                 1.0877,                0.89937,                0.29577,                0.06598,                0.02944,                0.00957,                 2.8436,                 3.4867,                 1.2072,             0.00023977,             0.00023977,             0.00023977
                    104,                 1.4883,                0.99098,                0.90034,                0.30092,                0.07293,                0.03084,                0.00951,                 2.8478,                 3.3804,                 1.2101,             0.00023107,             0.00023107,             0.00023107
                    105,                 1.5121,                  1.037,                 0.8972,                0.30514,                0.08713,                0.03147,                0.00988,                  2.846,                 3.3338,                 1.2141,              0.0002225,              0.0002225,              0.0002225
                    106,                 1.5022,                 1.0037,                0.88976,                0.55631,                0.07692,                  0.034,                0.01019,                 2.8636,                 3.2949,                 1.2191,             0.00021405,             0.00021405,             0.00021405
                    107,                 1.4332,                 0.9899,                0.89012,                0.55598,                 0.0723,                0.03131,                0.00964,                 2.8883,                 3.3064,                 1.2308,             0.00020572,             0.00020572,             0.00020572
                    108,                 1.5062,                 1.0153,                0.89285,                0.55274,                0.08879,                0.03205,                0.00991,                 2.9012,                 3.3232,                 1.2374,             0.00019753,             0.00019753,             0.00019753
                    109,                 1.5236,                 1.0317,                0.89723,                0.55813,                0.07956,                0.03297,                0.00962,                 2.9144,                 3.2763,                 1.2377,             0.00018948,             0.00018948,             0.00018948
                    110,                 1.4529,                  0.961,                0.88277,                0.55987,                0.08682,                 0.0347,                0.01019,                 2.9162,                 3.2231,                 1.2374,             0.00018156,             0.00018156,             0.00018156
                    111,                  1.513,                 1.0254,                0.89337,                0.55715,                0.08866,                 0.0333,                0.01015,                 2.9169,                 3.1798,                 1.2351,             0.00017378,             0.00017378,             0.00017378
                    112,                 1.5045,                0.98913,                0.89208,                0.30391,                0.08882,                0.03213,                0.01042,                 2.9043,                 3.1256,                 1.2299,             0.00016615,             0.00016615,             0.00016615
                    113,                 1.4167,                0.96963,                0.88847,                 0.3044,                0.09576,                0.03145,                0.01013,                 2.8967,                 3.1067,                 1.2275,             0.00015867,             0.00015867,             0.00015867
                    114,                 1.4973,                 1.0149,                 0.8993,                0.30219,                0.08818,                0.03114,                0.01009,                 2.8965,                 3.0869,                 1.2272,             0.00015134,             0.00015134,             0.00015134
                    115,                 1.4825,                 1.0029,                0.89675,                0.29901,                 0.0905,                 0.0315,                0.00971,                 2.8826,                 3.0625,                 1.2291,             0.00014416,             0.00014416,             0.00014416
                    116,                 1.4903,                0.99114,                0.89219,                 0.3002,                 0.0826,                0.02998,                0.00975,                  2.884,                 3.0703,                 1.2324,             0.00013714,             0.00013714,             0.00013714
                    117,                  1.425,                0.95114,                0.88586,                0.29939,                0.07797,                0.02998,                0.00961,                 2.8834,                 3.0671,                 1.2307,             0.00013029,             0.00013029,             0.00013029
                    118,                 1.4344,                0.94302,                0.88633,                0.30327,                0.08092,                0.02978,                0.00945,                 2.8878,                 3.0957,                 1.2286,              0.0001236,              0.0001236,              0.0001236
                    119,                  1.441,                0.97328,                0.89907,                0.30162,                0.07892,                0.02976,                0.00976,                 2.8782,                  3.115,                 1.2254,             0.00011707,             0.00011707,             0.00011707
                    120,                 1.4284,                0.94066,                0.88711,                0.29918,                0.08355,                0.02909,                0.00974,                 2.8721,                 3.1619,                 1.2263,             0.00011072,             0.00011072,             0.00011072
                    121,                 1.3908,                0.90949,                0.85182,                0.29588,                0.07661,                0.03008,                0.00997,                 2.8641,                 3.2043,                 1.2263,             0.00010454,             0.00010454,             0.00010454
                    122,                 1.4303,                0.93764,                0.88898,                0.29793,                0.07429,                0.03169,                0.00992,                  2.868,                 3.2104,                 1.2326,             9.8531e-05,             9.8531e-05,             9.8531e-05
                    123,                 1.4283,                0.93593,                0.89587,                0.30969,                0.06642,                0.03121,                0.00954,                 2.8675,                 3.2267,                 1.2358,             9.2704e-05,             9.2704e-05,             9.2704e-05
                    124,                 1.4155,                0.93214,                0.88417,                 0.3113,                0.06966,                0.03161,                 0.0098,                 2.8686,                 3.2526,                 1.2344,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    125,                 1.3699,                0.91654,                0.88258,                0.29822,                0.07398,                0.03134,                0.00989,                 2.8708,                 3.2689,                 1.2341,             8.1595e-05,             8.1595e-05,             8.1595e-05
                    126,                 1.4848,                0.96113,                0.89219,                0.29689,                0.07398,                0.02904,                   0.01,                 2.8662,                 3.2856,                 1.2313,             7.6317e-05,             7.6317e-05,             7.6317e-05
                    127,                 1.3931,                0.92201,                0.87604,                0.29852,                0.07861,                0.02872,                0.01002,                 2.8674,                  3.311,                 1.2308,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    128,                 1.3887,                0.91459,                 0.8716,                0.29319,                0.07517,                0.02885,                0.00993,                 2.8751,                 3.3182,                 1.2284,             6.6329e-05,             6.6329e-05,             6.6329e-05
                    129,                 1.4163,                0.96966,                0.90094,                0.29177,                0.07334,                0.02839,                0.00976,                 2.8801,                  3.344,                 1.2286,             6.1623e-05,             6.1623e-05,             6.1623e-05
                    130,                 1.3917,                0.94264,                0.86222,                0.29222,                0.07334,                0.02761,                0.00954,                 2.8846,                 3.3436,                 1.2288,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    131,                 1.3259,                0.85981,                0.88648,                0.29135,                0.07103,                0.02759,                0.00914,                 2.8819,                 3.3395,                 1.2284,             5.2795e-05,             5.2795e-05,             5.2795e-05
                    132,                 1.3581,                0.89818,                0.85771,                0.29126,                0.07071,                0.02906,                0.00948,                 2.8818,                 3.3212,                 1.2273,             4.8678e-05,             4.8678e-05,             4.8678e-05
                    133,                 1.3746,                0.90903,                0.88059,                0.29419,                0.07303,                0.03131,                0.00975,                 2.8812,                 3.3038,                  1.228,             4.4761e-05,             4.4761e-05,             4.4761e-05
