                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                 1.4269,                0.94947,                0.88258,                0.58954,                0.36071,                0.37034,                0.14819,                 2.0297,                 1.4948,                0.99888,             3.7534e-05,             3.7534e-05,             3.7534e-05
                    136,                 1.3928,                0.89462,                0.90587,                0.59608,                0.36817,                0.36797,                 0.1449,                 2.0356,                 1.4966,                 1.0005,             3.4227e-05,             3.4227e-05,             3.4227e-05
                    137,                 1.3309,                0.89705,                0.86147,                0.58757,                0.36581,                0.37369,                0.14512,                 2.0367,                 1.4951,                 1.0004,             3.1127e-05,             3.1127e-05,             3.1127e-05
                    138,                 1.3442,                0.86929,                0.86814,                0.56705,                0.40959,                0.37192,                0.14587,                 2.0423,                 1.4937,                0.99961,             2.8235e-05,             2.8235e-05,             2.8235e-05
                    139,                 1.3952,                0.91165,                0.87091,                0.59953,                0.36864,                0.36815,                0.14743,                 2.0439,                 1.4916,                 1.0008,             2.5551e-05,             2.5551e-05,             2.5551e-05
                    140,                 1.3387,                0.90339,                 0.8618,                0.58833,                0.36318,                0.37223,                0.14885,                 2.0461,                 1.4931,                 1.0009,             2.3078e-05,             2.3078e-05,             2.3078e-05
                    141,                 1.3365,                0.91062,                0.89141,                0.56268,                0.40447,                0.36778,                0.14856,                  2.049,                 1.4965,                 1.0018,             2.0817e-05,             2.0817e-05,             2.0817e-05
                    142,                 1.3273,                0.88459,                0.87551,                0.56838,                0.41039,                0.36468,                0.14735,                 2.0473,                  1.501,                 1.0017,             1.8768e-05,             1.8768e-05,             1.8768e-05
                    143,                 1.3976,                0.96304,                0.90258,                0.58383,                 0.4319,                0.36984,                0.14896,                 2.0441,                 1.4954,                 1.0017,             1.6932e-05,             1.6932e-05,             1.6932e-05
                    144,                   1.25,                0.84556,                 0.8848,                0.58767,                0.43389,                0.37364,                0.14899,                 2.0473,                 1.4957,                 1.0007,              1.531e-05,              1.531e-05,              1.531e-05
                    145,                 1.4644,                0.91362,                0.86168,                0.58177,                0.43161,                0.36948,                0.14694,                 2.0466,                    1.5,                  1.002,             1.3903e-05,             1.3903e-05,             1.3903e-05
                    146,                 1.2867,                0.86711,                0.87191,                 0.5858,                0.42169,                0.36754,                0.14747,                 2.0444,                 1.5014,                 1.0028,             1.2712e-05,             1.2712e-05,             1.2712e-05
