                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    116,                 1.2666,                0.83822,                0.86685,                0.71305,                0.39191,                0.42472,                0.18333,                 2.0377,                 1.4185,                 1.0083,             0.00013714,             0.00013714,             0.00013714
                    117,                 1.6048,                 1.0195,                0.92626,                0.73341,                0.39148,                0.42169,                0.17758,                 2.0317,                  1.399,                 1.0076,             0.00013029,             0.00013029,             0.00013029
                    118,                 1.5756,                0.99791,                0.83376,                0.70567,                0.39611,                0.42478,                0.17756,                 2.0294,                 1.3938,                  1.006,              0.0001236,              0.0001236,              0.0001236
                    119,                 1.4003,                0.95514,                 0.9001,                0.67855,                0.39611,                0.42262,                0.17556,                 2.0348,                 1.3878,                 1.0049,             0.00011707,             0.00011707,             0.00011707
                    120,                 1.3743,                0.91134,                0.83745,                0.71269,                0.37179,                0.41647,                0.17372,                 2.0497,                  1.401,                 1.0058,             0.00011072,             0.00011072,             0.00011072
                    121,                 1.4715,                0.95968,                0.86665,                 0.7648,                0.35002,                0.41012,                0.17407,                 2.0514,                 1.4129,                 1.0054,             0.00010454,             0.00010454,             0.00010454
                    122,                 1.3202,                0.91662,                0.90638,                0.72017,                0.36563,                0.41285,                0.16978,                  2.052,                 1.4059,                 1.0039,             9.8531e-05,             9.8531e-05,             9.8531e-05
                    123,                 1.4283,                0.98554,                0.86328,                  0.775,                0.35158,                0.40377,                0.16743,                 2.0523,                 1.4136,                 1.0038,             9.2704e-05,             9.2704e-05,             9.2704e-05
                    124,                 1.2082,                0.96578,                0.85594,                 0.8091,                0.35087,                0.41089,                0.16863,                 2.0525,                 1.4186,                 1.0021,             8.7058e-05,             8.7058e-05,             8.7058e-05
                    125,                 1.3121,                0.87644,                0.86139,                0.80142,                0.34937,                0.41216,                0.16947,                 2.0454,                 1.4303,                 1.0026,             8.1595e-05,             8.1595e-05,             8.1595e-05
                    126,                 1.2557,                  0.816,                0.86208,                0.66171,                0.41876,                0.42108,                0.16683,                 2.0452,                 1.4347,                 1.0049,             7.6317e-05,             7.6317e-05,             7.6317e-05
                    127,                 1.3103,                0.82184,                0.86685,                0.66399,                0.41906,                0.42102,                 0.1649,                 2.0538,                 1.4416,                 1.0067,             7.1228e-05,             7.1228e-05,             7.1228e-05
                    128,                  1.383,                 0.9354,                0.90776,                0.41011,                0.42672,                0.42053,                0.16511,                 2.0593,                 1.4456,                 1.0095,             6.6329e-05,             6.6329e-05,             6.6329e-05
                    129,                 1.3964,                 1.1869,                0.91059,                 0.3876,                 0.4179,                0.39468,                0.15802,                 2.0753,                 1.4413,                 1.0133,             6.1623e-05,             6.1623e-05,             6.1623e-05
                    130,                 1.2213,                0.82201,                0.85446,                0.38196,                0.41295,                0.38835,                 0.1555,                 2.0831,                 1.4409,                 1.0156,             5.7111e-05,             5.7111e-05,             5.7111e-05
                    131,                 1.2721,                0.92309,                0.88604,                0.77236,                0.34279,                 0.3885,                0.15462,                 2.0929,                 1.4477,                 1.0175,             5.2795e-05,             5.2795e-05,             5.2795e-05
                    132,                 1.2623,                  0.906,                 0.8299,                 0.7722,                0.35213,                0.39193,                0.15176,                 2.0995,                 1.4438,                 1.0192,             4.8678e-05,             4.8678e-05,             4.8678e-05
                    133,                 1.3679,                  0.849,                0.86697,                0.77035,                0.35213,                0.39158,                0.15278,                 2.0984,                 1.4419,                 1.0173,             4.4761e-05,             4.4761e-05,             4.4761e-05
                    134,                 1.2718,                0.80966,                0.85217,                0.76497,                0.35013,                0.39149,                0.15473,                 2.0927,                 1.4332,                 1.0155,             4.1045e-05,             4.1045e-05,             4.1045e-05
                    135,                 1.3099,                0.88486,                0.88102,                0.72878,                0.35515,                 0.3989,                 0.1584,                 2.0898,                 1.4245,                 1.0133,             3.7534e-05,             3.7534e-05,             3.7534e-05
                    136,                 1.4742,                0.89731,                0.91212,                0.62462,                0.38486,                0.39664,                0.16159,                 2.0839,                 1.4164,                  1.014,             3.4227e-05,             3.4227e-05,             3.4227e-05
                    137,                  1.448,                0.84952,                0.83507,                 0.3811,                 0.3898,                0.40229,                0.16141,                 2.0832,                 1.4123,                 1.0122,             3.1127e-05,             3.1127e-05,             3.1127e-05
                    138,                 1.2296,                0.79762,                 0.8283,                0.65062,                0.38749,                0.40484,                0.16409,                 2.0743,                  1.405,                 1.0104,             2.8235e-05,             2.8235e-05,             2.8235e-05
                    139,                  1.282,                0.78117,                0.84297,                0.65239,                0.38749,                0.40634,                0.16731,                  2.072,                 1.4074,                 1.0105,             2.5551e-05,             2.5551e-05,             2.5551e-05
                    140,                 1.2254,                  0.751,                0.83803,                 0.3999,                0.41698,                0.41616,                0.17226,                 2.0703,                 1.4003,                 1.0095,             2.3078e-05,             2.3078e-05,             2.3078e-05
                    141,                 1.2525,                0.90246,                0.87248,                0.43213,                0.39485,                 0.4247,                0.17148,                 2.0635,                 1.3959,                 1.0092,             2.0817e-05,             2.0817e-05,             2.0817e-05
